"PLOT","Year","Site","Observer","NOTES","phenophase","doy"
"QHI_6",2016,"QHI","Elise Gallois","Limited selection (24th-Jul - 1st September), gaps 24th July - 16th August","autumn_50snow",NA
"QHI_6",2016,"QHI","Elise Gallois","Limited selection (24th-Jul - 1st September), gaps 24th July - 16th August",NA,NA
"QHI_6",2016,"QHI","Elise Gallois","Limited selection (24th-Jul - 1st September), gaps 24th July - 16th August","bud_burst",NA
"QHI_6",2016,"QHI","Elise Gallois","Limited selection (24th-Jul - 1st September), gaps 24th July - 16th August","green50",NA
"QHI_6",2016,"QHI","Elise Gallois","Limited selection (24th-Jul - 1st September), gaps 24th July - 16th August","green100",33
"QHI_6",2016,"QHI","Elise Gallois","Limited selection (24th-Jul - 1st September), gaps 24th July - 16th August","first_yellow",50
"QHI_6",2016,"QHI","Elise Gallois","Limited selection (24th-Jul - 1st September), gaps 24th July - 16th August","yellow50",76
"QHI_6",2016,"QHI","Elise Gallois","Limited selection (24th-Jul - 1st September), gaps 24th July - 16th August","yellow100",NA
"TL-01",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (fully snow free on this date) Photos labelled as 2020","plant_first_vis",NA
"TL-01",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (fully snow free on this date) Photos labelled as 2020","spring_90snowfree",NA
"TL-01",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (fully snow free on this date) Photos labelled as 2020","first_100snowfree",158
"TL-01",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (fully snow free on this date) Photos labelled as 2020","first_snowreturn",229
"TL-01",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (fully snow free on this date) Photos labelled as 2020","autumn_50snow",260
"TL-01",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (fully snow free on this date) Photos labelled as 2020",NA,265
"TL-01",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (fully snow free on this date) Photos labelled as 2020","bud_burst",1
"TL-01",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (fully snow free on this date) Photos labelled as 2020","green50",7
"TL-01",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (fully snow free on this date) Photos labelled as 2020","green100",17
"TL-01",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (fully snow free on this date) Photos labelled as 2020","first_yellow",33
"TL-01",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (fully snow free on this date) Photos labelled as 2020","yellow50",70
"TL-01",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (fully snow free on this date) Photos labelled as 2020","yellow100",78
"TL-02",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (snow free) Photos labelled as 2020","plant_first_vis",NA
"TL-02",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (snow free) Photos labelled as 2020","spring_90snowfree",NA
"TL-02",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (snow free) Photos labelled as 2020","first_100snowfree",158
"TL-02",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (snow free) Photos labelled as 2020","first_snowreturn",229
"TL-02",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (snow free) Photos labelled as 2020","autumn_50snow",261
"TL-02",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (snow free) Photos labelled as 2020",NA,266
"TL-02",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (snow free) Photos labelled as 2020","bud_burst",0
"TL-02",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (snow free) Photos labelled as 2020","green50",6
"TL-02",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (snow free) Photos labelled as 2020","green100",15
"TL-02",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (snow free) Photos labelled as 2020","first_yellow",17
"TL-02",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (snow free) Photos labelled as 2020","yellow50",64
"TL-02",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Only starts 3 June (snow free) Photos labelled as 2020","yellow100",98
"TL-03",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 7July - 22 Oct Photos start from WSCT0819. Camera is not stable and by WSCT1850 it is facing the ground. Can't determine 100% snow as don't have full landscape view. Photos labelled as 2020","plant_first_vis",NA
"TL-03",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 7July - 22 Oct Photos start from WSCT0819. Camera is not stable and by WSCT1850 it is facing the ground. Can't determine 100% snow as don't have full landscape view. Photos labelled as 2020","spring_90snowfree",NA
"TL-03",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 7July - 22 Oct Photos start from WSCT0819. Camera is not stable and by WSCT1850 it is facing the ground. Can't determine 100% snow as don't have full landscape view. Photos labelled as 2020","first_100snowfree",158
"TL-03",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 7July - 22 Oct Photos start from WSCT0819. Camera is not stable and by WSCT1850 it is facing the ground. Can't determine 100% snow as don't have full landscape view. Photos labelled as 2020","first_snowreturn",228
"TL-03",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 7July - 22 Oct Photos start from WSCT0819. Camera is not stable and by WSCT1850 it is facing the ground. Can't determine 100% snow as don't have full landscape view. Photos labelled as 2020","autumn_50snow",260
"TL-03",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 7July - 22 Oct Photos start from WSCT0819. Camera is not stable and by WSCT1850 it is facing the ground. Can't determine 100% snow as don't have full landscape view. Photos labelled as 2020",NA,NA
"TL-03",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 7July - 22 Oct Photos start from WSCT0819. Camera is not stable and by WSCT1850 it is facing the ground. Can't determine 100% snow as don't have full landscape view. Photos labelled as 2020","bud_burst",NA
"TL-03",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 7July - 22 Oct Photos start from WSCT0819. Camera is not stable and by WSCT1850 it is facing the ground. Can't determine 100% snow as don't have full landscape view. Photos labelled as 2020","green50",NA
"TL-03",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 7July - 22 Oct Photos start from WSCT0819. Camera is not stable and by WSCT1850 it is facing the ground. Can't determine 100% snow as don't have full landscape view. Photos labelled as 2020","green100",NA
"TL-03",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 7July - 22 Oct Photos start from WSCT0819. Camera is not stable and by WSCT1850 it is facing the ground. Can't determine 100% snow as don't have full landscape view. Photos labelled as 2020","first_yellow",35
"TL-03",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 7July - 22 Oct Photos start from WSCT0819. Camera is not stable and by WSCT1850 it is facing the ground. Can't determine 100% snow as don't have full landscape view. Photos labelled as 2020","yellow50",73
"TL-03",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 7July - 22 Oct Photos start from WSCT0819. Camera is not stable and by WSCT1850 it is facing the ground. Can't determine 100% snow as don't have full landscape view. Photos labelled as 2020","yellow100",84
"TL-04",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June. Photos labelled as 2020","plant_first_vis",NA
"TL-04",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June. Photos labelled as 2020","spring_90snowfree",NA
"TL-04",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June. Photos labelled as 2020","first_100snowfree",163
"TL-04",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June. Photos labelled as 2020","first_snowreturn",228
"TL-04",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June. Photos labelled as 2020","autumn_50snow",261
"TL-04",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June. Photos labelled as 2020",NA,287
"TL-04",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June. Photos labelled as 2020","bud_burst",-4
"TL-04",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June. Photos labelled as 2020","green50",1
"TL-04",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June. Photos labelled as 2020","green100",10
"TL-04",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June. Photos labelled as 2020","first_yellow",29
"TL-04",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June. Photos labelled as 2020","yellow50",61
"TL-04",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June. Photos labelled as 2020","yellow100",84
"TL-05",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June","plant_first_vis",NA
"TL-05",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June","spring_90snowfree",156
"TL-05",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June","first_100snowfree",158
"TL-05",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June","first_snowreturn",228
"TL-05",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June","autumn_50snow",261
"TL-05",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June",NA,275
"TL-05",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June","bud_burst",0
"TL-05",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June","green50",10
"TL-05",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June","green100",20
"TL-05",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June","first_yellow",27
"TL-05",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June","yellow50",72
"TL-05",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 3 June","yellow100",83
"TL-06",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 9 June","plant_first_vis",NA
"TL-06",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 9 June","spring_90snowfree",NA
"TL-06",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 9 June","first_100snowfree",158
"TL-06",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 9 June","first_snowreturn",228
"TL-06",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 9 June","autumn_50snow",261
"TL-06",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 9 June",NA,275
"TL-06",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 9 June","bud_burst",4
"TL-06",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 9 June","green50",NA
"TL-06",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 9 June","green100",NA
"TL-06",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 9 June","first_yellow",NA
"TL-06",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 9 June","yellow50",NA
"TL-06",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Starts 9 June","yellow100",97
"TL-07",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 9 June - 19 August","plant_first_vis",NA
"TL-07",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 9 June - 19 August","spring_90snowfree",NA
"TL-07",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 9 June - 19 August","first_100snowfree",167
"TL-07",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 9 June - 19 August","first_snowreturn",228
"TL-07",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 9 June - 19 August","autumn_50snow",NA
"TL-07",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 9 June - 19 August",NA,NA
"TL-07",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 9 June - 19 August","bud_burst",-7
"TL-07",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 9 June - 19 August","green50",-1
"TL-07",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 9 June - 19 August","green100",9
"TL-07",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 9 June - 19 August","first_yellow",24
"TL-07",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 9 June - 19 August","yellow50",58
"TL-07",2021,"Toolik Lake","Elise Gallois and Michelle Bastien","Limited selection 9 June - 19 August","yellow100",NA
"TL-01",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends august 23rd, big jump between 13th and 22nd june","plant_first_vis",NA
"TL-01",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends august 23rd, big jump between 13th and 22nd june","spring_90snowfree",NA
"TL-01",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends august 23rd, big jump between 13th and 22nd june","first_100snowfree",162
"TL-01",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends august 23rd, big jump between 13th and 22nd june","first_snowreturn",194
"TL-01",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends august 23rd, big jump between 13th and 22nd june","autumn_50snow",NA
"TL-01",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends august 23rd, big jump between 13th and 22nd june",NA,NA
"TL-01",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends august 23rd, big jump between 13th and 22nd june","bud_burst",-10
"TL-01",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends august 23rd, big jump between 13th and 22nd june","green50",NA
"TL-01",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends august 23rd, big jump between 13th and 22nd june","green100",17
"TL-01",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends august 23rd, big jump between 13th and 22nd june","first_yellow",NA
"TL-01",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends august 23rd, big jump between 13th and 22nd june","yellow50",62
"TL-01",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends august 23rd, big jump between 13th and 22nd june","yellow100",NA
"TL-02",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","plant_first_vis",NA
"TL-02",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","spring_90snowfree",NA
"TL-02",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","first_100snowfree",162
"TL-02",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","first_snowreturn",194
"TL-02",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","autumn_50snow",282
"TL-02",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th",NA,NA
"TL-02",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","bud_burst",-4
"TL-02",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","green50",6
"TL-02",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","green100",24
"TL-02",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","first_yellow",34
"TL-02",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","yellow50",63
"TL-02",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","yellow100",99
"TL-03",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th, jump from 21st aug to 12th sept","plant_first_vis",NA
"TL-03",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th, jump from 21st aug to 12th sept","spring_90snowfree",NA
"TL-03",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th, jump from 21st aug to 12th sept","first_100snowfree",162
"TL-03",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th, jump from 21st aug to 12th sept","first_snowreturn",194
"TL-03",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th, jump from 21st aug to 12th sept","autumn_50snow",282
"TL-03",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th, jump from 21st aug to 12th sept",NA,NA
"TL-03",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th, jump from 21st aug to 12th sept","bud_burst",-10
"TL-03",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th, jump from 21st aug to 12th sept","green50",5
"TL-03",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th, jump from 21st aug to 12th sept","green100",23
"TL-03",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th, jump from 21st aug to 12th sept","first_yellow",30
"TL-03",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th, jump from 21st aug to 12th sept","yellow50",64
"TL-03",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th, jump from 21st aug to 12th sept","yellow100",98
"TL-04",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","plant_first_vis",NA
"TL-04",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","spring_90snowfree",164
"TL-04",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","first_100snowfree",168
"TL-04",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","first_snowreturn",194
"TL-04",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","autumn_50snow",282
"TL-04",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th",NA,NA
"TL-04",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","bud_burst",-5
"TL-04",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","green50",1
"TL-04",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","green100",12
"TL-04",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","first_yellow",20
"TL-04",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","yellow50",55
"TL-04",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","yellow100",79
"TL-05",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","plant_first_vis",NA
"TL-05",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","spring_90snowfree",152
"TL-05",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","first_100snowfree",162
"TL-05",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","first_snowreturn",194
"TL-05",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","autumn_50snow",282
"TL-05",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th",NA,NA
"TL-05",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","bud_burst",-8
"TL-05",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","green50",6
"TL-05",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","green100",23
"TL-05",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","first_yellow",24
"TL-05",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","yellow50",63
"TL-05",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","yellow100",84
"TL-07",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","plant_first_vis",NA
"TL-07",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","spring_90snowfree",147
"TL-07",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","first_100snowfree",162
"TL-07",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","first_snowreturn",193
"TL-07",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","autumn_50snow",281
"TL-07",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th",NA,283
"TL-07",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","bud_burst",-7
"TL-07",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","green50",6
"TL-07",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","green100",24
"TL-07",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","first_yellow",27
"TL-07",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","yellow50",55
"TL-07",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","yellow100",77
"TL-08",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from may 27th to sep 3rd","plant_first_vis",NA
"TL-08",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from may 27th to sep 3rd","spring_90snowfree",NA
"TL-08",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from may 27th to sep 3rd","first_100snowfree",162
"TL-08",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from may 27th to sep 3rd","first_snowreturn",NA
"TL-08",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from may 27th to sep 3rd","autumn_50snow",282
"TL-08",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from may 27th to sep 3rd",NA,NA
"TL-08",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from may 27th to sep 3rd","bud_burst",NA
"TL-08",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from may 27th to sep 3rd","green50",NA
"TL-08",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from may 27th to sep 3rd","green100",NA
"TL-08",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from may 27th to sep 3rd","first_yellow",NA
"TL-08",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from may 27th to sep 3rd","yellow50",NA
"TL-08",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from may 27th to sep 3rd","yellow100",92
"TL-11",2022,"Toolik Lake","Elise Gallois","starts may 27th, ends may 29th","plant_first_vis",NA
"TL-11",2022,"Toolik Lake","Elise Gallois","starts may 27th, ends may 29th","spring_90snowfree",NA
"TL-11",2022,"Toolik Lake","Elise Gallois","starts may 27th, ends may 29th","first_100snowfree",162
"TL-11",2022,"Toolik Lake","Elise Gallois","starts may 27th, ends may 29th","first_snowreturn",NA
"TL-11",2022,"Toolik Lake","Elise Gallois","starts may 27th, ends may 29th","autumn_50snow",NA
"TL-11",2022,"Toolik Lake","Elise Gallois","starts may 27th, ends may 29th",NA,NA
"TL-11",2022,"Toolik Lake","Elise Gallois","starts may 27th, ends may 29th","bud_burst",NA
"TL-11",2022,"Toolik Lake","Elise Gallois","starts may 27th, ends may 29th","green50",NA
"TL-11",2022,"Toolik Lake","Elise Gallois","starts may 27th, ends may 29th","green100",NA
"TL-11",2022,"Toolik Lake","Elise Gallois","starts may 27th, ends may 29th","first_yellow",NA
"TL-11",2022,"Toolik Lake","Elise Gallois","starts may 27th, ends may 29th","yellow50",NA
"TL-11",2022,"Toolik Lake","Elise Gallois","starts may 27th, ends may 29th","yellow100",NA
"TL-16",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from jul 14th to sep 3rd","plant_first_vis",NA
"TL-16",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from jul 14th to sep 3rd","spring_90snowfree",152
"TL-16",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from jul 14th to sep 3rd","first_100snowfree",162
"TL-16",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from jul 14th to sep 3rd","first_snowreturn",NA
"TL-16",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from jul 14th to sep 3rd","autumn_50snow",281
"TL-16",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from jul 14th to sep 3rd",NA,NA
"TL-16",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from jul 14th to sep 3rd","bud_burst",5
"TL-16",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from jul 14th to sep 3rd","green50",9
"TL-16",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from jul 14th to sep 3rd","green100",26
"TL-16",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from jul 14th to sep 3rd","first_yellow",27
"TL-16",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from jul 14th to sep 3rd","yellow50",NA
"TL-16",2022,"Toolik Lake","Elise Gallois","starts may 25th, cuts from jul 14th to sep 3rd","yellow100",85
"TL-17",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","plant_first_vis",NA
"TL-17",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","spring_90snowfree",151
"TL-17",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","first_100snowfree",162
"TL-17",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","first_snowreturn",NA
"TL-17",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","autumn_50snow",282
"TL-17",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th",NA,NA
"TL-17",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","bud_burst",-6
"TL-17",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","green50",6
"TL-17",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","green100",27
"TL-17",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","first_yellow",30
"TL-17",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","yellow50",59
"TL-17",2022,"Toolik Lake","Elise Gallois","starts may 25th, ends oct 13th","yellow100",98
"KP1",2021,"Kluane","Elise Gallois","photos start 24 June 2021. Early photos (in late June) show Dryas flowers in bottom right corner, but disappear from view by June 27. Unclear if viewshed moved. Gap in photos July 6 to 20? Camera knocked askew sometime between November 17 and December 7","plant_first_vis",NA
"KP1",2021,"Kluane","Elise Gallois","photos start 24 June 2021. Early photos (in late June) show Dryas flowers in bottom right corner, but disappear from view by June 27. Unclear if viewshed moved. Gap in photos July 6 to 20? Camera knocked askew sometime between November 17 and December 7","spring_90snowfree",NA
"KP1",2021,"Kluane","Elise Gallois","photos start 24 June 2021. Early photos (in late June) show Dryas flowers in bottom right corner, but disappear from view by June 27. Unclear if viewshed moved. Gap in photos July 6 to 20? Camera knocked askew sometime between November 17 and December 7","first_100snowfree",172
"KP1",2021,"Kluane","Elise Gallois","photos start 24 June 2021. Early photos (in late June) show Dryas flowers in bottom right corner, but disappear from view by June 27. Unclear if viewshed moved. Gap in photos July 6 to 20? Camera knocked askew sometime between November 17 and December 7","first_snowreturn",240
"KP1",2021,"Kluane","Elise Gallois","photos start 24 June 2021. Early photos (in late June) show Dryas flowers in bottom right corner, but disappear from view by June 27. Unclear if viewshed moved. Gap in photos July 6 to 20? Camera knocked askew sometime between November 17 and December 7","autumn_50snow",NA
"KP1",2021,"Kluane","Elise Gallois","photos start 24 June 2021. Early photos (in late June) show Dryas flowers in bottom right corner, but disappear from view by June 27. Unclear if viewshed moved. Gap in photos July 6 to 20? Camera knocked askew sometime between November 17 and December 7",NA,241
"KP1",2021,"Kluane","Elise Gallois","photos start 24 June 2021. Early photos (in late June) show Dryas flowers in bottom right corner, but disappear from view by June 27. Unclear if viewshed moved. Gap in photos July 6 to 20? Camera knocked askew sometime between November 17 and December 7","bud_burst",NA
"KP1",2021,"Kluane","Elise Gallois","photos start 24 June 2021. Early photos (in late June) show Dryas flowers in bottom right corner, but disappear from view by June 27. Unclear if viewshed moved. Gap in photos July 6 to 20? Camera knocked askew sometime between November 17 and December 7","green50",NA
"KP1",2021,"Kluane","Elise Gallois","photos start 24 June 2021. Early photos (in late June) show Dryas flowers in bottom right corner, but disappear from view by June 27. Unclear if viewshed moved. Gap in photos July 6 to 20? Camera knocked askew sometime between November 17 and December 7","green100",NA
